car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Hyundai Elite i20 Asta 1.4 (O) CRDi,₹ 8.8 Lakh,"56,415",Diesel,Hyderabad,2019
Honda BR-V S Petrol,₹ 9.42 Lakh,"38,258",Petrol,Delhi,2018
Volvo S60 Kinetic D4,₹ 15.95 Lakh,"1,18,271 ",Diesel,Hyderabad,2016
Mahindra Bolero Power Plus ZLX,₹ 8.32 Lakh,"29,726",Diesel,Delhi,2019
Maruti Suzuki Vitara Brezza ZDi,₹ 8.65 Lakh,"77,000",Diesel,Hyderabad,2017
Mahindra XUV500 W11(O) [2018-2020],₹ 13.95 Lakh,"55,218",Diesel,Delhi,2018
Maruti Suzuki XL6 Zeta MT Petrol,₹ 10.45 Lakh,"2,390",Petrol,Mumbai,2021
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],₹ 4.91 Lakh,"71,975",Petrol,Hyderabad,2017
Tata Hexa XTA 4x2 7 STR,₹ 15.5 Lakh,"70,930",Diesel,Hyderabad,2018
Honda Amaze 1.2 S AT i-VTEC,₹ 6.25 Lakh,"45,751",Petrol,Ahmedabad,2017
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.69 Lakh,"32,702",Petrol,Kolkata,2016
Honda Amaze 1.2 V MT Petrol [2018-2020],₹ 7.25 Lakh,"45,982",Petrol,Bangalore,2018
Jeep Compass Limited (O) 2.0 Diesel [2017-2020],₹ 17.45 Lakh,"57,624",Diesel,Hyderabad,2018
Maruti Suzuki Celerio VXi AMT,₹ 4 Lakh,"67,000",Petrol,Thiruvallur,2014
Renault Kwid CLIMBER 1.0 (O),₹ 4.8 Lakh,"1,245",Petrol,Kolkata,2021
Honda City SV,₹ 7.99 Lakh,"56,861",Petrol,Bangalore,2016
Maruti Suzuki Dzire ZXi,₹ 7.95 Lakh,"33,372",Petrol,Bangalore,2020
Tata Safari XZA Plus Gold 6 S,₹ 24 Lakh,"22,360",Diesel,Thane,2021
Hyundai i20 Magna (O) 1.2,₹ 4.25 Lakh,"74,050",Petrol,Pune,2014
Hyundai Elite i20  Asta 1.2 AT,₹ 8.95 Lakh,"39,389",Petrol,Bangalore,2018
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 3.36 Lakh,"44,042",Petrol,Pune,2015
Mercedes-Benz C-Class C 220d Progressive [2018-2019],₹ 46 Lakh,"53,841",Diesel,Hyderabad,2019
Mahindra XUV500 W11 AT,₹ 15.9 Lakh,"45,724",Diesel,Ahmedabad,2018
Jeep Compass Model S (O) Diesel 4x4 AT,₹ 37 Lakh,"1,600",Diesel,Hyderabad,2022
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5 Lakh,"33,583",Petrol,Kolkata,2019
Hyundai Venue S 1.0 AT Petrol [2019-2020],₹ 10.45 Lakh,"32,727",Petrol,Mumbai,2020
Hyundai Verna 1.6 VTVT SX,₹ 8.68 Lakh,"52,858",Petrol,Delhi,2018
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 2.95 Lakh,"88,989",Petrol,Chennai,2016
Skoda Rapid Style 1.6 MPI,₹ 10.46 Lakh,"10,418",Petrol,Delhi,2021
Chevrolet Cruze LTZ,₹ 8.5 Lakh,"65,000",Diesel,Thane,2017
Ford EcoSport Titanium 1.5 Ti-VCT AT,₹ 9.45 Lakh,"43,624",Petrol,Mumbai,2019
Maruti Suzuki Baleno Alpha 1.2,₹ 6.89 Lakh,"31,968",Petrol,Delhi,2018
Hyundai Elite i20 Asta 1.2 (O) CVT [2019-2020],₹ 8.51 Lakh,"41,236",Petrol,Mumbai,2019
Maruti Suzuki Baleno Zeta 1.2,₹ 5.85 Lakh,"36,101",Petrol,Mumbai,2017
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 11.71 Lakh,"44,157",Diesel,Mumbai,2017
Volkswagen Polo GT TSI,₹ 5.92 Lakh,"51,644",Petrol,Pune,2014
Hyundai Venue SX 1.4 CRDi,₹ 9.83 Lakh,"40,655",Diesel,Delhi,2019
Honda Amaze 1.2 SX i-VTEC,₹ 4.69 Lakh,"79,749",Petrol,Pune,2015
Volkswagen Ameo Trendline 1.0L (P),₹ 4.65 Lakh,"46,000",Petrol,Noida,2018
Volkswagen Ameo Highline1.2L (P) [2016-2018],₹ 3.99 Lakh,"40,729",Petrol,Kolkata,2016
Hyundai Elite i20 Asta 1.2,₹ 6.58 Lakh,"36,349",Petrol,Bangalore,2015
Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],₹ 5.37 Lakh,"23,345",CNG,Pune,2019
Hyundai Elite i20 Magna 1.2 [2016-2017],₹ 5.34 Lakh,"33,679",Petrol,Delhi,2016
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 2.95 Lakh,"56,000",Petrol,Thane,2014
Maruti Suzuki Celerio VXi,₹ 3.95 Lakh,"66,290",Petrol,Noida,2015
Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],₹ 4.25 Lakh,"41,624",Petrol,Pune,2017
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],₹ 4.31 Lakh,"46,458",Petrol,Pune,2013
Audi A4 2.0 TDI (177bhp) Premium,₹ 16.5 Lakh,"1,16,265 ",Diesel,Hyderabad,2013
Honda Amaze 1.2 S i-VTEC,₹ 4 Lakh,"50,821",Petrol,Delhi,2014
Mahindra XUV500 W8 [2015-2017],₹ 9.75 Lakh,"87,820",Diesel,Mumbai,2016
Renault Kwid RXT [2015-2019],₹ 4.25 Lakh,"22,785",Petrol,Thane,2019
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.5 Lakh,"70,000",CNG,Thane,2018
Mercedes-Benz E-Class E 350 CDI Edition E,₹ 27 Lakh,"84,169",Diesel,Hyderabad,2016
Maruti Suzuki Baleno Zeta 1.2,₹ 7.25 Lakh,"12,252",Petrol,Mumbai,2020
Hyundai i20 Asta (O) 1.2 MT,₹ 9.1 Lakh,"12,420",Petrol,Pune,2021
Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],₹ 3.67 Lakh,"50,714",Petrol,Chennai,2014
Tata Tiago Revotron XZ,₹ 5.9 Lakh,"16,337",Petrol,Delhi,2021
Maruti Suzuki S-Cross Alpha 1.3,₹ 7.95 Lakh,"52,245",Diesel,Thane,2017
Hyundai Venue SX Plus 1.0 Turbo DCT,₹ 10.97 Lakh,"64,317",Petrol,Pune,2020
Audi A6 2.0 TDI Premium,₹ 15.5 Lakh,"1,01,850 ",Diesel,Ahmedabad,2014
Hyundai Santro Sportz [2018-2020],₹ 5.29 Lakh,"43,189",Petrol,Pune,2019
Audi A4 35 TDI Premium,₹ 27 Lakh,"82,695",Diesel,Chennai,2016
Maruti Suzuki Wagon R LXi 1.0 CNG,₹ 6.87 Lakh,"19,225",CNG,Pune,2021
Maruti Suzuki Swift VXi [2014-2017],₹ 5.8 Lakh,"63,323",Petrol,Hyderabad,2016
Toyota Corolla Altis GL,₹ 11.5 Lakh,"71,957",Diesel,Hyderabad,2015
Maruti Suzuki Ciaz Delta 1.5,₹ 8.49 Lakh,"54,031",Petrol,Hyderabad,2020
Maruti Suzuki S-Cross Delta 1.3,₹ 8.95 Lakh,"53,416",Diesel,Bangalore,2018
BMW 3 Series 320d Luxury Line,₹ 27.85 Lakh,"64,229",Diesel,Bangalore,2016
Honda Brio EX MT,₹ 3.75 Lakh,"81,122",Petrol,Bangalore,2014
Maruti Suzuki Wagon R VXi 1.2,₹ 5.79 Lakh,"50,860",Petrol,Bangalore,2019
Skoda Kushaq Style 1.0L TSI MT,₹ 14.5 Lakh,"3,000",Petrol,Kolkata,2022
Maruti Suzuki Swift VXi AMT,₹ 7.85 Lakh,"32,516",Petrol,Bangalore,2019
Maruti Suzuki Alto K10 VXi AMT (Airbag) [2014-2019],₹ 4.3 Lakh,"30,305",Petrol,Ahmedabad,2018
Mahindra Bolero Power Plus SLE [2016-2019],₹ 5.71 Lakh,"45,090",Diesel,Kolkata,2017
BMW 3 Series GT 320d Luxury Line [2014-2016],₹ 39.5 Lakh,"51,400",Diesel,Hyderabad,2019
Volkswagen Taigun GT Plus 1.5 TSI DSG,₹ 16.49 Lakh,"9,792",Petrol,Ahmedabad,2021
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 16.31 Lakh,"85,182",Diesel,Delhi,2017
Hyundai Elantra 1.8 SX AT,₹ 6.85 Lakh,"25,000",Petrol,Pune,2014
Kia Seltos GTX (O) 1.4,₹ 15.98 Lakh,"14,300",Petrol,Pune,2021
Honda City SV CVT,₹ 6.45 Lakh,"52,283",Petrol,Mumbai,2015
Tata Tiago NRG Petrol,₹ 8.43 Lakh,"9,578",Petrol,Pune,2022
Ford Freestyle Titanium Plus 1.2 Ti-VCT [2018-2020],₹ 6 Lakh,"32,000",Petrol,Ambattur,2020
Honda City ZX CVT Petrol [2017-2019],₹ 9.25 Lakh,"43,239",Petrol,Mumbai,2017
Maruti Suzuki Wagon R LXi Minor,₹ 1.5 Lakh,"1,50,000 ",Petrol ,Ambattur,2007
Skoda Rapid Ambition 1.6 MPI AT,₹ 9.59 Lakh,"54,698",Petrol,Delhi,2020
Maruti Suzuki Alto 800 VXi,₹ 3.49 Lakh,"19,097",Petrol,Delhi,2020
Maruti Suzuki Swift VXi [2014-2017],₹ 6.29 Lakh,"37,497",Petrol,Bangalore,2018
Volkswagen Polo Highline1.2L (P),₹ 3 Lakh,"76,143",Petrol,Mumbai,2013
Honda City VX CVT Petrol [2017-2019],₹ 11.45 Lakh,"28,340",Petrol,Bangalore,2017
Toyota Corolla Altis G CVT Petrol,₹ 12.27 Lakh,"75,766",Petrol,Delhi,2017
Hyundai Verna Fluidic 1.6 CRDi SX,₹ 6 Lakh,"1,06,985 ",Diesel,Hyderabad,2014
Jeep Compass Limited Plus Petrol AT,₹ 20 Lakh,"11,000",Petrol,Mumbai,2020
BMW X3 xDrive20d,₹ 18 Lakh,"74,073",Diesel,Hyderabad,2012
Volkswagen Ameo Highline Plus 1.5L AT (D)16 Alloy,₹ 6.6 Lakh,"58,549",Diesel,Chennai,2017
Volkswagen Taigun Topline 1.0 TSI MT,₹ 15.99 Lakh,"12,093",Petrol,Bangalore,2021
Ford Figo Duratorq Diesel Titanium 1.4,₹ 2.99 Lakh,"64,983",Diesel,Mumbai,2013
Hyundai Elite i20 Asta 1.2,₹ 5.15 Lakh,"36,787",Petrol,Thane,2014
Jeep Compass Limited (O) 2.0 Diesel [2017-2020],₹ 11.26 Lakh,"47,631",Diesel,Kolkata,2017
Maruti Suzuki Ciaz Zeta 1.4 AT,₹ 7.52 Lakh,"28,800",Petrol,Ahmedabad,2017
Maruti Suzuki Baleno Alpha 1.2,₹ 8.75 Lakh,"43,000",Petrol,Hyderabad,2019
Volkswagen Vento TSI,₹ 6.1 Lakh,"55,837",Petrol,Mumbai,2016
Hyundai Creta SX Plus 1.6  Petrol,₹ 8.99 Lakh,"41,441",Petrol,Thane,2016
Volkswagen Polo Comfortline 1.2L (P),₹ 4.25 Lakh,"49,047",Petrol,Mumbai,2015
Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],₹ 4.28 Lakh,"55,888",Petrol,Hyderabad,2013
Hyundai Santro Sportz CNG [2018-2020],₹ 6.04 Lakh,"32,036",CNG,Delhi,2021
Maruti Suzuki Alto 800 Vxi,₹ 2.46 Lakh,"71,169",Petrol,Delhi,2014
Honda Civic ZX CVT Petrol [2019-2020],₹ 20.7 Lakh,"19,600",Petrol,Pune,2019
Maruti Suzuki Ciaz Delta 1.3 Hybrid,₹ 6 Lakh,"61,456",Diesel,Delhi,2017
Maruti Suzuki Baleno Delta Dualjet,₹ 6.79 Lakh,"28,417",Petrol,Delhi,2020
Maruti Suzuki Baleno Sigma 1.3,₹ 6.99 Lakh,"60,132",Diesel,Bangalore,2018
Hyundai Elite i20 Sportz 1.2,₹ 6.1 Lakh,"45,571",Petrol,Mumbai,2017
Hyundai Eon 1.0 Kappa Magna + [2014-2016],₹ 2.83 Lakh,"34,229",Petrol,Delhi,2014
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.45 Lakh,"38,754",Petrol,Delhi,2018
Hyundai Verna 1.6 VTVT SX,₹ 9.65 Lakh,"5,564",Petrol,Mumbai,2019
Maruti Suzuki Alto K10 VXi AMT,₹ 4.3 Lakh,"58,006",Petrol,Hyderabad,2019
Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,₹ 24.75 Lakh,"11,293",Diesel,Mumbai,2020
Volkswagen Polo Comfortline 1.2L (P),₹ 5.79 Lakh,"51,000",Petrol,Bangalore,2015
Hyundai Elite i20 Asta 1.4 CRDI,₹ 7.7 Lakh,"77,505",Diesel,Chennai,2017
Volkswagen Polo GT TSI,₹ 9.25 Lakh,"62,690",Petrol,Bangalore,2018
Maruti Suzuki Alto 800 LXi (O),₹ 3.43 Lakh,"6,370",Petrol,Kolkata,2019
Maruti Suzuki Swift Dzire VXI,₹ 5.15 Lakh,"59,000",Petrol,Gurgaon,2017
Maruti Suzuki Swift ZXi AMT [2018-2019],₹ 7.25 Lakh,"11,874",Petrol,Thane,2019
Renault Kwid 1.0 RXL [2017-2019],₹ 2.85 Lakh,"56,856",Petrol,Delhi,2017
Maruti Suzuki Ignis Delta 1.2 MT,₹ 4.74 Lakh,"11,824",Petrol,Pune,2018
Mahindra XUV500 W6,₹ 11.25 Lakh,"56,877",Diesel,Bangalore,2016
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4 Lakh,"45,000",CNG,Thane,2015
Honda WR-V VX MT Petrol,₹ 6.25 Lakh,"24,459",Petrol,Kolkata,2017
Renault Kwid 1.0 RXT [2016-2019],₹ 3.14 Lakh,"43,335",Petrol,Pune,2016
Honda Jazz V Petrol,₹ 4 Lakh,"54,912",Petrol,Kolkata,2016
Maruti Suzuki Baleno Delta 1.2,₹ 6.65 Lakh,"15,116",Petrol,Mumbai,2019
Volvo V90 Cross Country D5 Inscription [2017-2020],₹ 36 Lakh,"67,713",Diesel,Ahmedabad,2018
Maruti Suzuki Baleno Delta 1.2 AT,₹ 7.25 Lakh,"45,000",Petrol,Hyderabad,2020
Hyundai Eon Era +,₹ 2.45 Lakh,"46,101",Petrol,Kolkata,2018
Maruti Suzuki Dzire VXi AMT,₹ 7.69 Lakh,"46,232",Petrol,Bangalore,2018
Mercedes-Benz GLC 220d 4MATIC Progressive,₹ 64.99 Lakh,"6,563",Diesel,Kolkata,2022
Land Rover Discovery Sport HSE Luxury,₹ 26.99 Lakh,"64,801",Diesel,Kolkata,2016
Mercedes-Benz GLE 250 d,₹ 53.55 Lakh,"46,023",Diesel,Bangalore,2018
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 5.15 Lakh,"74,371",Petrol,Mumbai,2014
Hyundai Elite i20 Magna Plus 1.4 CRDi,₹ 5.94 Lakh,"58,262",Diesel,Delhi,2018
Honda BR-V V CVT Petrol,₹ 7.9 Lakh,"61,225",Petrol,Mumbai,2016
Hyundai Xcent S 1.2 Special Edition,₹ 4.82 Lakh,"37,882",Petrol,Pune,2015
Ford Endeavour Titanium 3.2 4x4 AT,₹ 33 Lakh,"71,773",Diesel,Hyderabad,2018
Hyundai i20 Magna 1.2,₹ 2.99 Lakh,"35,982",Petrol,Kolkata,2012
Honda Amaze 1.2 S i-VTEC,₹ 3.75 Lakh,"46,500",Petrol,Mumbai,2014
Mercedes-Benz E-Class E 350 CDI Edition E,₹ 27.99 Lakh,"24,162",Diesel,Kolkata,2016
Datsun GO Plus T,₹ 2.5 Lakh,"43,000",Petrol,Ahmedabad,2015
Ford EcoSport Titanium 1.5 TDCi,₹ 4.65 Lakh,"53,000",Diesel,Kolkata,2015
Kia Sonet HTX 1.5 [2020-2021],₹ 9.5 Lakh,"58,063",Diesel,Kolkata,2021
Audi Q7 45 TDI Technology Pack,₹ 69.95 Lakh,"37,648",Diesel,Bangalore,2018
Maruti Suzuki Swift VDi,₹ 6.5 Lakh,"82,366",Diesel,Hyderabad,2017
Skoda Kodiaq Style 2.0 TDI 4x4 AT,₹ 25 Lakh,"1,03,885 ",Diesel,Hyderabad,2017
Hyundai Elite i20 Magna 1.2,₹ 5.75 Lakh,"67,000",Petrol,Hyderabad,2015
Volkswagen Jetta Trendline 2.0L TDI,₹ 2.95 Lakh,"63,389",Diesel,Kolkata,2011
Maruti Suzuki Ritz Vxi BS-IV,₹ 4.65 Lakh,"88,000",Petrol,Hyderabad,2015
Audi A3 40 TFSI Premium Plus + sunroof,₹ 24.5 Lakh,"43,290",Petrol,Pune,2018
Maruti Suzuki Baleno Zeta,₹ 6.21 Lakh,"29,093",Petrol,Kolkata,2018
Hyundai i10 Magna 1.1 LPG,₹ 3.5 Lakh,"73,380",LPG,Hyderabad,2013
Honda Jazz VX Petrol,₹ 5.5 Lakh,"48,210",Petrol,Thane,2017
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 6.69 Lakh,"14,296",Petrol,Bangalore,2014
Ford EcoSport Titanium 1.5L TDCi,₹ 6.5 Lakh,"59,511",Diesel,Kolkata,2018
Toyota Fortuner 2.8 4x4 AT [2016-2020],₹ 41.99 Lakh,"6,373",Diesel,Kolkata,2021
Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],₹ 22 Lakh,"88,000",Diesel,Hyderabad,2018
Kia Seltos HTX 1.5 [2020-2021],₹ 12.75 Lakh,"42,000",Petrol,Ahmedabad,2020
Renault Duster 110 PS RxL AWD Diesel,₹ 7.75 Lakh,"94,931",Diesel,Bangalore,2015
MG Hector Shine 1.5 Petrol Turbo CVT,₹ 18 Lakh,"5,900",Petrol,Kolkata,2021
Land Rover Discovery Sport HSE Luxury,₹ 43.07 Lakh,"38,144",Diesel,Ahmedabad,2019
Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],₹ 27 Lakh,"48,989",Diesel,Thane,2020
Maruti Suzuki Swift VXi [2014-2017],₹ 5.95 Lakh,"15,205",Petrol,Thane,2018
Mercedes-Benz GLS 350 d,₹ 63 Lakh,"59,348",Diesel,Mumbai,2017
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.82 Lakh,"33,941",Petrol,Kolkata,2018
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.15 Lakh,"19,812",CNG,Pune,2015
Volkswagen Polo Highline Plus 1.2( P)16 Alloy [2017-2018],₹ 4.85 Lakh,"55,800",Petrol,Gurgaon,2018
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.82 Lakh,"35,010",Petrol,Delhi,2017
Kia Seltos GTX Plus 1.4 [2020-2021],₹ 16.9 Lakh,"11,000",Petrol,Chennai,2020
Maruti Suzuki Baleno Delta 1.2,₹ 5.7 Lakh,"28,000",Petrol,Thane,2017
Renault Kwid 1.0 RXT [2016-2019],₹ 3.04 Lakh,"53,728",Petrol,Delhi,2018
Tata Harrier XZ,₹ 16.75 Lakh,"28,000",Diesel,Mumbai,2020
Maruti Suzuki Alto K10 VXi,₹ 2.55 Lakh,"66,000",Petrol,Hyderabad,2012
Maruti Suzuki Ertiga ZXi AT,₹ 10.9 Lakh,"32,881",Petrol,Ahmedabad,2019
Volkswagen Vento Trendline Petrol,₹ 3.5 Lakh,"1,01,740 ",Petrol,Hyderabad,2010
BMW X1 sDrive20d,₹ 8.35 Lakh,"47,000",Diesel,Thane,2011
Maruti Suzuki Vitara Brezza ZDi,₹ 8.13 Lakh,"82,559",Diesel,Chennai,2018
Kia Seltos HTK 1.5 [2020-2021],₹ 18.5 Lakh,"20,881",Petrol,Hyderabad,2021
Toyota Corolla H2 1.8E,₹ 2 Lakh,"1,40,000 ",Petrol ,Pallikarnai,2004
Maruti Suzuki S-Cross Alpha 1.3,₹ 6.25 Lakh,"48,159",Diesel,Kolkata,2018
Mercedes-Benz B-Class B180 CDI,₹ 13.5 Lakh,"64,300",Diesel,Ahmedabad,2014
Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],₹ 18.51 Lakh,"32,244",Diesel,Mumbai,2020
Ford EcoSport Titanium .5L Ti-VCT AT [2019-2020],₹ 9.5 Lakh,"52,547",Petrol,Ahmedabad,2019
Maruti Suzuki Swift VXi,₹ 3.25 Lakh,"71,861",Petrol,Bangalore,2009
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 4.69 Lakh,"24,251",Petrol,Bangalore,2013
Mercedes-Benz S-Class 350 CDI Long Blue-Efficiency,₹ 46.6 Lakh,"32,500",Diesel,Mumbai,2014
Maruti Suzuki Swift VDi,₹ 6 Lakh,"82,500",Diesel ,Poonamallee,2017
Audi A3 40 TFSI Premium,₹ 15 Lakh,"69,727",Petrol,Ahmedabad,2015
Hyundai Elite i20 Sportz 1.2,₹ 5.26 Lakh,"54,822",Petrol,Pune,2015
Ford Aspire Titanium Plus 1.5 TDCi,₹ 4.25 Lakh,"1,67,000 ",Diesel,Ahmedabad,2016
Skoda Kushaq Style 1.5L TSI DSG (6 Airbags),₹ 19.25 Lakh,"23,402",Petrol,Bangalore,2021
Hyundai Xcent S 1.2,₹ 3.95 Lakh,"36,000",Petrol,Kolkata,2018
Maruti Suzuki S-Presso VXi,₹ 4.31 Lakh,"53,958",Petrol,Kolkata,2020
Maruti Suzuki Baleno Zeta Automatic,₹ 6.9 Lakh,"6,90,000 ",Petrol,Thane,2018
Hyundai i20 Sportz 1.2 (O),₹ 4.3 Lakh,"50,546",Petrol,Delhi,2014
Maruti Suzuki Celerio VXi AMT,₹ 4.79 Lakh,"59,175",Petrol,Bangalore,2015
Audi A3 35 TDI Premium Plus + Sunroof,₹ 29.5 Lakh,"17,300",Diesel,Bangalore,2018
Maruti Suzuki Ritz Vxi BS-IV,₹ 4.25 Lakh,"88,000",Petrol,Hyderabad,2014
Toyota Yaris G MT [2018-2020],₹ 7.85 Lakh,"28,103",Petrol,Delhi,2019
Honda Jazz V Petrol,₹ 5.2 Lakh,"73,061",Petrol,Hyderabad,2015
Toyota Innova 2.5 G 7 STR BS-IV,₹ 7.25 Lakh,"1,01,330 ",Diesel,Pune,2012
Maruti Suzuki Baleno Zeta 1.2,₹ 9.42 Lakh,"7,773",Petrol,Pune,2021
Land Rover Range Rover Velar 2.0 R-Dynamic SE Petrol 250,₹ 85 Lakh,"29,000",Petrol,Faridabad,2020
Maruti Suzuki Alto 800 VXi,₹ 4.01 Lakh,"1,953",Petrol,Delhi,2021
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 7.67 Lakh,"18,490",Petrol,Chennai,2019
Hyundai Grand i10 Sportz U2 1.2 CRDi,₹ 5.5 Lakh,"60,093",Diesel,Thane,2018
Maruti Suzuki Swift VXi [2014-2017],₹ 5.43 Lakh,"46,282",Petrol,Kolkata,2019
Volkswagen Vento Highline Petrol,₹ 7 Lakh,"93,682",Petrol,Hyderabad,2015
Maruti Suzuki Swift VDi,₹ 4.9 Lakh,"84,316",Diesel,Ahmedabad,2015
Kia Seltos HTX Plus AT 1.5 Diesel [2019-2020],₹ 17 Lakh,"20,175",Diesel,Hyderabad,2020
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 7.39 Lakh,"19,266",Petrol,Hyderabad,2017
Maruti Suzuki Alto 800 Vxi,₹ 3.22 Lakh,"26,802",Petrol,Bangalore,2016
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 7.17 Lakh,"20,454",Petrol,Chennai,2018
Toyota Corolla Altis G CVT Petrol,₹ 12.27 Lakh,"75,766",Petrol,Delhi,2017
Honda City 1.5 V MT,₹ 3.65 Lakh,"80,000",Petrol,Thane,2012
Renault Kwid 1.0 RXT Opt,₹ 4.51 Lakh,"2,421",Petrol,Pune,2019
Hyundai Creta SX Plus 1.6  Petrol,₹ 9.11 Lakh,"53,946",Petrol,Mumbai,2016
Hyundai Xcent S 1.2 (O),₹ 4.35 Lakh,"74,000",Petrol,Thane,2015
Hyundai Verna 1.6 VTVT SX,₹ 7.75 Lakh,"22,911",Petrol,Thane,2018
Hyundai Creta SX 1.6 AT CRDi,₹ 14.5 Lakh,"59,994",Diesel,Hyderabad,2018
Maruti Suzuki Baleno Delta 1.2,₹ 4.98 Lakh,"48,702",Petrol,Delhi,2016
Honda City V,₹ 10.6 Lakh,"12,382",Petrol,Pune,2019
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 6.29 Lakh,"12,930",Petrol,Bangalore,2016
Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,₹ 24.75 Lakh,"11,293",Diesel,Mumbai,2020
Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],₹ 9.95 Lakh,"20,440",Petrol,Hyderabad,2019
Maruti Suzuki Swift ZXi,₹ 5.7 Lakh,"43,000",Petrol,Thane,2017
Maruti Suzuki Celerio VXi CNG [2017-2019],₹ 4.68 Lakh,"81,091",CNG,Delhi,2018
Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],₹ 4.5 Lakh,"67,621",Diesel,Hyderabad,2014
Hyundai Verna 1.6 VTVT SX,₹ 6.5 Lakh,"38,494",Petrol,Mumbai,2016
Maruti Suzuki Celerio VXi (O) CNG,₹ 5.47 Lakh,"42,348",CNG,Pune,2020
Maruti Suzuki Celerio VXi CNG [2019-2020],₹ 5.27 Lakh,"93,275",CNG,Pune,2019
Maruti Suzuki Alto K10 VXi (O),₹ 3.67 Lakh,"44,199",Petrol,Kolkata,2018
Audi A3 35 TFSI Premium Plus,₹ 21.8 Lakh,"77,590",Petrol,Delhi,2018
Audi A3 35 TDI Premium Plus,₹ 42.99 Lakh,"15,678",Diesel,Kolkata,2019
Maruti Suzuki Celerio VXi CNG (O),₹ 4.4 Lakh,"52,000",CNG,Thane,2016
Maruti Suzuki Ertiga VXI CNG,₹ 11.4 Lakh,"28,678",CNG,Thane,2021
Maruti Suzuki Ritz Vxi (ABS) BS-IV,₹ 3.57 Lakh,"40,877",Petrol,Pune,2013
Honda Jazz V Petrol,₹ 5.57 Lakh,"44,464",Petrol,Chennai,2016
Mahindra Bolero Power Plus ZLX [2016-2019],₹ 7.25 Lakh,"57,994",Diesel,Hyderabad,2017
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 6.57 Lakh,"54,982",Petrol,Bangalore,2017
Datsun GO T (O),₹ 2.5 Lakh,"40,000",Petrol,Ahmedabad,2018
Maruti Suzuki A-Star Vxi,₹ 1.99 Lakh,"54,000",Petrol,Thane,2010
Audi Q5 2.0 TDI quattro,₹ 15 Lakh,"56,173",Diesel,Hyderabad,2012
Renault Duster RXS CVT,₹ 8.99 Lakh,"36,700",Petrol,Bangalore,2019
Volkswagen Taigun Topline 1.0 TSI AT,₹ 18.95 Lakh,"2,377",Petrol,Hyderabad,2022
Volvo S60 D5 2.4 L,₹ 18 Lakh,"83,893",Diesel,Hyderabad,2016
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 4.25 Lakh,"96,000",Petrol,Noida,2011
Renault Kwid RXL [2015-2019],₹ 3.39 Lakh,"64,346",Petrol,Bangalore,2016
BMW 3 Series 320d Luxury Line,₹ 15.5 Lakh,"1,04,264 ",Diesel,Hyderabad,2013
Hyundai Santro Magna [2018-2020],₹ 4.41 Lakh,"15,447",Petrol,Kolkata,2020
MG Hector Sharp 1.5 DCT Petrol [2019-2020],₹ 15.99 Lakh,"29,979",Petrol,Bangalore,2019
Skoda Octavia 1.8 TSI L&K,₹ 16.99 Lakh,"45,661",Petrol,Thane,2018
MG ZS EV Exclusive [2020-2021],₹ 19.19 Lakh,"57,946",Electric,Bangalore,2020
Renault Kwid 1.0 RXL [2017-2019],₹ 3.69 Lakh,"43,361",Petrol,Bangalore,2017
Honda City V CVT Petrol [2017-2019],₹ 8.62 Lakh,"18,711",Petrol,Delhi,2017
